MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
14.95,36,8.89,1.69,3430,1.32,24.98,77.8,40.22
12.94,37,6.07,2.16,1922,5.38,34.12,83.58,50.87
8.1,22,4.93,2.76,1172,5.83,23.93,92.24,67.01
8.97,45,6.67,1.8,4518,2.09,29.96,90.34,26.52
14.15,29,8.99,1.78,1439,1.95,19.3,77.21,30.47
9.68,7,8.49,4.61,2574,4.14,36.05,89.54,45.07
13.33,39,1.16,4.6,2608,4.66,18.51,77.32,93.62
3.3,9,2.93,2.9,1275,2.84,33.25,87.62,41.44
3.95,36,5.48,4.04,3737,8.5,31.88,80.32,66.17
5.2,26,9.85,4.17,3283,7.66,25.97,78.16,44.02
13.58,39,3.45,1.6,759,5.08,17.81,90.33,42.52
4.68,17,4.17,1.1,1200,4.75,34.35,79.6,32.42
11.62,16,6.41,3.99,447,4.15,15.05,71.98,89.08
6.97,4,8.08,2.98,1360,2.51,11.0,85.25,90.99
11.42,35,5.04,2.94,3645,7.12,31.02,80.66,77.95
3.71,44,2.47,3.97,4555,2.85,16.42,88.87,51.96
5.46,6,6.03,4.87,3556,3.3,22.21,72.8,57.47
10.67,48,8.21,4.63,1984,7.24,31.87,89.53,14.56
13.98,19,1.39,2.55,3085,4.07,28.51,83.89,85.38
6.03,48,9.92,1.81,617,1.43,30.01,70.5,89.36
14.96,2,3.7,4.12,326,5.96,26.63,82.64,28.25
11.85,47,5.64,2.02,153,7.57,29.34,88.79,61.41
10.8,25,1.38,4.99,2445,2.96,13.67,69.56,67.89
14.55,35,7.12,4.19,1320,9.86,14.91,85.61,23.17
9.93,44,2.79,1.89,311,4.3,12.32,78.89,35.33
13.57,47,8.53,1.16,4211,5.24,35.72,94.08,48.34
5.57,11,4.08,3.1,1407,6.12,14.74,79.85,15.2
9.57,22,9.05,4.17,4100,3.78,23.44,89.32,90.63
10.81,10,5.17,2.14,3872,5.8,32.93,88.75,15.3
10.9,49,4.55,1.97,2040,2.37,19.24,85.75,34.47
8.27,4,4.74,4.44,3012,7.74,14.95,92.43,89.82
2.6,20,4.74,2.78,4685,8.34,16.03,78.22,58.72
13.8,15,8.15,4.74,301,9.75,9.99,90.17,23.36
10.43,41,8.48,2.7,4301,6.35,23.32,79.22,88.23
12.17,15,3.54,4.89,3004,7.75,28.58,92.78,24.88
3.46,4,6.9,4.22,3492,5.76,16.59,77.93,94.7
14.16,38,8.77,4.34,4407,9.63,34.19,96.32,84.1
14.15,2,2.19,2.2,2865,8.49,25.75,71.71,16.11
2.95,10,2.42,2.74,4180,3.12,27.94,90.41,33.76
2.02,20,3.31,3.36,3607,4.67,36.91,75.47,82.99
10.24,1,7.54,4.35,3356,2.82,29.61,85.46,21.89
6.25,8,9.67,2.22,4120,4.55,35.84,79.07,78.4
11.14,12,5.63,4.63,2856,1.74,29.38,72.02,99.69
6.35,35,4.31,1.14,4014,2.78,21.96,93.87,35.51
13.74,15,2.61,3.94,4881,3.96,8.67,84.23,25.49
4.69,30,4.02,1.34,3092,8.49,16.11,83.28,16.46
3.3,29,3.17,2.04,2050,1.39,26.97,83.68,50.99
10.03,31,9.69,3.79,2123,6.68,9.98,75.86,26.39
4.56,6,9.41,3.67,2167,9.2,14.19,80.26,24.58
10.33,8,3.1,4.21,1771,8.0,29.07,95.08,27.95
13.54,40,10.0,2.71,1885,5.29,18.14,70.78,93.27
8.16,17,5.37,3.07,2711,6.14,12.01,74.38,91.57
7.17,45,9.98,2.3,2833,7.61,32.44,71.51,28.6
8.3,23,1.54,2.71,4818,4.4,29.58,86.62,30.58
4.58,27,2.38,1.21,1117,1.41,27.95,80.37,98.06
14.19,13,9.9,3.98,4531,9.22,13.54,81.42,69.8
6.04,8,5.26,3.47,3968,6.59,35.4,90.51,99.63
13.76,9,9.53,2.47,2192,8.72,8.77,87.07,10.81
6.87,23,6.09,3.92,4690,4.56,16.01,76.16,38.78
13.42,6,4.39,3.63,1572,5.85,20.3,89.58,57.93
4.62,40,3.31,4.97,1135,1.19,31.43,89.92,69.66
9.84,43,6.55,3.46,3274,7.3,36.09,74.67,82.6
3.96,8,3.89,4.64,4408,4.39,19.47,72.48,82.14
8.9,37,6.92,3.35,2555,1.26,12.15,89.66,17.41
7.81,35,7.89,4.72,2355,6.69,10.7,85.81,22.5
12.24,31,5.89,4.32,3453,4.3,27.33,82.03,45.26
9.51,27,4.38,3.79,3211,6.63,11.16,80.84,22.36
9.22,11,9.01,4.93,4249,9.39,36.29,89.91,21.92
3.0,37,6.75,1.84,604,3.79,27.43,83.63,28.71
4.17,16,5.98,3.23,2938,6.11,20.36,82.89,15.36
12.78,26,4.44,4.63,4540,7.0,36.78,81.51,71.54
3.56,19,1.18,1.94,511,4.16,19.69,91.39,35.69
8.4,19,5.82,1.6,693,2.57,30.29,96.43,38.39
14.06,5,9.96,2.73,1264,7.39,25.44,93.78,69.76
13.91,41,8.65,1.23,3205,7.75,33.58,70.44,23.19
11.28,41,7.17,1.69,4441,4.66,32.9,76.7,31.55
8.56,48,4.26,1.38,1033,5.72,28.25,73.2,47.27
10.34,44,2.08,2.44,4818,2.09,25.18,69.43,96.12
3.06,30,7.7,1.42,2940,3.5,28.43,70.0,82.03
8.98,43,5.69,4.32,2853,8.58,27.08,78.45,84.91
2.93,13,7.55,2.04,1738,5.95,32.18,77.36,27.55
13.37,36,5.02,4.18,4278,8.53,25.33,79.63,86.63
5.5,5,2.73,3.36,4012,6.46,35.81,79.1,10.77
8.32,44,3.16,3.6,4937,6.26,12.7,84.98,86.96
5.73,4,6.98,2.94,3146,9.65,10.02,83.86,77.63
5.17,21,7.45,1.15,1146,5.8,16.05,92.51,37.37
14.08,43,9.99,2.04,1807,1.49,34.32,89.85,43.71
14.92,14,5.41,3.98,2166,4.07,31.77,82.39,69.61
10.36,11,7.88,4.47,2738,4.39,22.11,77.47,85.66
4.48,14,2.54,4.13,2156,4.81,31.45,92.43,87.18
13.97,45,6.63,1.96,802,9.15,21.37,81.72,29.76
14.26,27,4.47,1.9,4584,7.45,30.6,72.77,63.98
14.64,10,9.43,1.28,1533,7.63,27.11,76.47,52.45
10.53,29,9.42,2.39,1040,5.06,14.03,95.83,87.33
14.13,41,9.24,1.31,954,2.65,26.86,80.53,58.8
3.15,1,4.14,4.7,4086,9.25,23.2,68.96,56.51
13.75,22,9.89,2.66,3079,5.74,19.8,89.4,40.78
14.7,16,3.12,2.28,2243,3.95,30.2,73.58,67.38
8.38,15,9.86,4.31,4150,2.95,25.03,81.28,69.78
4.53,38,5.51,2.5,2123,6.84,28.88,70.3,29.25
12.31,21,6.27,2.61,3581,6.18,8.17,70.86,94.09
2.54,3,8.83,3.75,144,6.24,17.78,94.38,92.18
9.65,42,3.17,3.69,1715,5.75,19.44,90.69,45.06
6.97,10,3.2,1.2,3546,6.87,17.52,94.58,31.33
2.89,15,7.69,3.25,4910,8.21,22.42,89.27,34.26
7.49,13,9.51,2.37,1339,9.1,17.77,72.11,24.95
5.47,44,4.55,4.35,2940,2.61,21.82,72.13,18.6
13.78,1,6.12,4.74,2218,7.13,22.14,73.6,95.27
9.29,28,6.5,4.56,4991,3.63,9.53,81.58,66.64
10.22,42,7.44,3.63,475,9.23,22.74,83.98,40.16
2.34,45,4.4,3.69,1321,9.65,20.16,80.14,71.97
11.19,24,1.92,4.0,3763,3.53,11.28,72.79,10.19
12.82,38,1.67,4.36,2299,3.87,20.92,80.97,24.05
3.41,23,5.14,4.86,516,9.56,18.86,96.6,17.79
3.09,43,1.18,2.95,942,5.24,21.85,76.83,86.65
10.88,19,7.17,4.71,3427,6.68,31.17,86.98,34.38
12.38,6,9.32,3.59,1090,4.08,11.5,96.43,64.26
9.45,4,7.75,3.61,4967,6.83,35.72,75.69,92.21
13.97,24,2.2,4.58,4249,1.75,29.08,70.94,34.73
14.43,20,6.06,3.45,4514,1.82,31.35,79.64,82.87
14.41,33,5.77,1.23,2552,6.6,12.41,91.37,70.53
10.03,44,4.2,2.43,534,7.48,34.42,73.8,80.45
2.01,4,1.93,1.26,2091,8.43,26.18,80.74,45.18
10.07,31,7.91,2.0,2564,2.35,14.91,77.56,65.25
11.93,32,9.24,4.19,4751,1.26,24.14,87.19,52.72
14.09,31,5.2,4.32,550,8.06,16.99,89.16,20.42
7.44,14,5.07,2.01,563,2.56,28.21,90.14,89.55
10.71,25,9.76,2.82,3013,8.05,26.54,74.48,87.0
7.98,10,9.12,2.98,3949,5.8,14.15,89.36,16.38
14.3,5,9.72,3.08,3741,7.3,12.39,81.18,50.35
3.69,39,1.24,1.37,1631,5.38,20.39,78.48,32.66
14.27,22,2.57,2.21,4818,6.31,28.36,91.77,10.47
13.61,49,7.94,2.13,1988,1.77,29.9,88.51,13.09
9.81,21,8.89,4.06,3508,2.45,35.78,88.35,68.52
5.35,13,9.57,1.9,3765,6.4,18.16,87.41,48.95
4.99,35,6.67,1.23,2499,8.22,26.27,95.32,52.48
3.61,44,8.43,4.11,4730,9.91,12.47,72.66,88.35
8.28,1,3.56,2.9,4360,4.78,29.81,82.95,79.31
4.86,16,9.83,1.14,2328,4.58,24.58,86.88,66.94
7.06,6,6.96,2.78,2998,8.43,31.05,90.87,49.91
9.28,37,7.32,1.64,2696,9.33,19.07,94.32,88.92
4.12,31,6.47,4.62,2724,6.24,20.29,96.34,32.23
14.47,41,6.51,4.66,2101,8.38,27.03,83.62,91.92
11.95,3,9.81,4.14,4670,1.16,13.0,95.02,60.82
14.32,28,9.17,3.36,123,5.91,31.5,79.69,97.09
7.06,2,8.22,3.22,4112,9.17,15.69,77.95,25.76
11.51,14,8.3,4.34,1682,2.58,21.56,81.2,29.09
14.09,24,2.3,2.52,3258,4.19,12.98,76.93,61.86
14.99,44,5.84,2.44,2543,9.69,17.89,80.56,27.96
3.1,9,6.32,3.26,4964,9.17,15.5,83.87,87.73
4.1,38,9.9,3.33,4816,9.26,27.84,86.82,48.36
8.3,6,8.77,4.7,1994,9.68,13.02,90.26,35.53
11.01,45,4.07,1.12,716,9.09,12.83,94.92,44.45
5.97,29,7.42,1.89,191,3.0,11.26,87.98,93.6
12.11,28,2.39,1.2,4864,9.35,11.69,72.9,82.15
3.11,31,9.49,2.02,3805,6.56,36.47,95.29,49.07
12.03,2,2.66,4.88,3597,4.85,12.2,81.28,65.65
9.07,44,7.7,3.56,3747,7.31,17.65,93.73,75.72
12.46,37,7.43,3.54,2565,9.28,16.39,77.8,91.33
6.61,19,6.95,2.91,2805,5.61,29.51,87.39,44.04
10.44,28,2.5,2.27,1948,7.62,20.6,76.9,66.47
10.54,9,5.05,1.67,1506,3.29,23.49,83.36,58.23
6.23,45,9.72,1.42,4216,5.49,28.76,90.05,68.98
14.06,24,4.15,4.88,1512,7.38,23.5,95.88,41.22
13.78,18,1.72,4.99,4714,4.41,26.85,78.34,47.79
6.19,35,2.28,4.15,172,2.93,14.64,94.19,94.77
2.44,14,8.22,2.77,2631,7.21,26.46,95.85,77.3
5.75,48,2.53,2.19,466,2.55,26.35,96.57,91.33
11.71,21,9.82,1.33,415,7.08,14.53,83.48,35.75
5.27,32,2.3,1.3,1120,6.95,19.79,90.49,44.98
8.11,40,4.06,4.5,3445,6.24,18.4,78.64,93.54
11.83,46,6.3,1.59,2535,8.34,11.33,75.21,50.42
3.68,14,3.78,4.94,1866,2.36,15.77,75.47,17.03
8.8,24,5.05,3.38,4532,3.84,30.3,84.32,45.61
13.31,3,2.24,3.71,2643,7.3,16.85,74.66,46.18
11.54,29,8.08,4.38,2172,5.97,29.89,81.94,91.2
6.63,30,7.07,2.45,4230,6.33,31.6,89.47,60.04
12.65,33,7.43,4.91,2843,5.75,22.14,76.41,78.34
11.25,25,1.7,3.12,1259,4.76,28.12,92.47,66.96
5.98,5,4.43,4.97,4030,6.23,24.18,88.81,65.01
6.44,29,3.97,1.35,3439,3.31,22.18,73.74,60.24
9.46,40,7.46,2.58,713,2.59,26.18,88.62,25.78
5.59,45,3.35,3.46,4777,2.51,24.51,71.43,73.1
10.49,44,7.01,1.35,1589,5.79,33.9,68.65,72.1
10.79,29,9.63,3.3,4745,5.42,16.67,85.38,62.63
14.91,28,4.32,3.0,838,8.99,16.0,95.24,14.65
8.65,21,9.53,3.92,1367,8.02,17.07,70.63,93.05
7.51,23,7.85,2.17,4039,5.43,21.35,79.36,63.99
4.77,17,9.58,4.02,903,7.51,31.05,86.27,63.42
8.56,41,6.14,3.52,3720,8.28,32.58,77.25,17.62
5.02,1,4.81,3.2,4676,4.28,11.43,72.55,80.62
13.92,24,6.39,2.15,2667,3.67,21.31,76.13,57.85
13.55,24,7.64,2.99,980,9.1,29.38,83.79,57.43
8.3,48,7.0,3.25,4622,9.94,35.02,83.27,63.19
13.99,25,7.54,2.33,3969,5.8,15.93,69.0,64.35
6.0,21,2.39,3.36,2028,2.67,10.06,91.76,63.69
5.87,30,7.19,2.87,3118,4.02,35.06,72.64,99.83
3.91,22,2.55,3.96,3568,8.48,35.02,87.57,12.75
5.08,19,7.49,1.78,1411,7.98,19.73,78.27,32.91
2.02,48,9.09,4.49,2228,8.42,23.27,79.53,83.96
13.51,19,4.92,3.17,1192,7.14,20.67,76.0,54.95
10.44,29,1.2,2.9,2569,7.38,25.22,78.28,56.35
9.54,1,9.35,3.84,3173,2.47,29.0,89.76,52.4
13.51,26,6.43,4.23,2707,9.92,30.9,72.71,76.36
8.25,35,9.56,3.46,2941,8.71,31.75,95.03,96.28
12.81,47,8.62,2.41,3514,7.56,15.26,76.86,14.09
2.29,41,8.71,2.05,174,1.48,10.54,69.5,65.75
10.93,43,9.54,4.7,636,8.82,28.84,72.79,65.93
10.17,42,2.06,4.41,1627,7.34,32.15,70.64,89.87
10.42,37,5.7,3.96,4645,1.57,17.0,90.59,58.96
6.22,6,8.89,1.57,4716,6.13,17.86,94.28,54.73
14.72,26,8.23,3.7,4376,6.22,24.06,86.72,53.05
5.29,11,8.41,4.84,4531,9.91,28.76,88.19,17.94
7.01,32,3.26,3.78,766,5.69,11.43,76.75,50.01
12.39,5,8.35,2.01,1947,8.84,27.03,90.28,83.47
7.59,24,2.63,1.3,486,5.47,18.92,75.34,36.58
14.95,41,6.32,3.16,2106,7.91,29.13,72.77,54.96
6.16,32,4.08,2.77,413,4.72,24.62,82.18,94.16
7.07,30,2.46,3.3,2714,9.33,11.18,86.64,34.69
8.4,16,6.74,2.92,1167,1.13,13.63,68.53,12.93
9.4,49,5.64,1.27,972,8.28,21.46,80.47,20.08
12.24,40,8.01,2.36,3304,7.73,10.74,80.2,44.85
11.69,32,8.22,3.99,4115,5.45,15.0,80.91,16.62
7.42,9,4.4,3.15,1508,3.32,29.15,72.78,95.15
9.52,46,7.15,3.6,3252,3.42,28.76,73.87,81.12
11.76,42,5.39,4.09,4659,9.07,27.07,93.82,42.91
12.46,21,4.81,1.84,422,5.6,21.68,84.74,31.99
9.06,34,5.64,1.02,1700,6.56,13.69,75.65,50.89
9.92,1,1.47,2.71,2470,8.51,14.86,88.01,34.21
5.32,48,8.13,4.03,3452,1.09,31.12,82.84,50.9
13.19,3,6.98,3.9,1266,4.23,10.29,87.41,25.11
6.75,47,5.59,2.02,2207,2.92,34.49,89.57,61.52
13.55,5,2.66,4.15,2676,8.12,28.14,74.84,17.05
2.63,2,3.46,2.67,2966,4.84,36.46,80.45,56.69
14.76,6,7.28,3.13,2568,9.16,24.6,79.67,42.92
3.74,33,1.42,3.93,4184,3.46,14.31,82.53,38.56
2.77,23,6.75,2.51,137,3.76,25.92,92.15,63.65
2.57,17,8.84,1.5,1858,3.45,14.24,71.03,24.21
6.22,32,3.93,2.31,880,5.46,33.5,94.5,76.06
11.49,19,9.29,3.14,920,4.23,29.2,91.21,97.76
13.89,35,1.3,1.01,1497,6.31,18.14,71.75,67.65
10.87,3,3.73,1.73,2780,4.75,12.29,95.44,12.29
13.88,1,7.71,4.21,2474,7.44,29.82,94.91,34.89
9.64,42,7.3,1.84,3345,4.08,17.12,68.13,30.55
14.57,6,3.41,2.35,2459,3.4,28.08,93.77,87.77
5.52,40,2.15,1.63,622,5.14,28.59,69.09,39.53
13.32,26,6.72,4.79,3956,7.14,32.93,71.76,86.73
12.14,47,2.56,2.52,1389,9.79,15.31,68.34,26.02
11.44,9,5.35,2.63,3864,8.89,32.89,80.14,25.99
13.27,13,7.99,3.89,1139,7.4,9.89,96.48,87.0
12.76,37,5.6,1.2,1616,5.95,29.74,86.67,86.46
9.11,15,8.53,1.59,3191,4.24,30.92,79.2,76.69
3.43,27,9.29,3.22,4162,4.86,31.88,94.72,35.83
14.25,16,9.13,1.38,1023,9.67,31.57,95.61,53.06
5.42,2,9.98,3.12,4810,9.85,33.5,94.79,84.7
14.57,9,1.12,4.54,4611,5.25,26.25,81.48,59.96
2.85,44,2.76,4.41,2304,7.04,18.51,80.28,94.0
10.11,45,4.57,1.55,1825,5.65,29.59,84.08,18.41
3.25,10,7.96,3.04,2091,8.45,11.96,77.81,18.37
14.26,13,4.79,2.08,2313,4.54,36.27,78.09,47.28
10.15,9,1.57,1.32,3132,3.4,33.33,77.38,17.55
13.14,1,6.2,2.99,4223,3.47,18.06,80.0,48.74
10.54,2,4.93,1.57,526,2.24,14.59,73.22,39.26
4.92,5,7.87,4.42,4470,3.51,10.05,73.43,39.46
4.4,46,2.87,3.34,3601,1.88,25.06,85.74,92.5
2.71,34,1.4,4.24,4218,1.85,31.21,72.83,25.59
4.58,37,7.91,1.9,1643,4.32,35.74,87.08,76.15
2.39,1,2.84,1.47,4650,3.81,16.91,79.7,90.67
14.65,22,6.65,4.46,3095,3.78,10.81,85.99,36.78
4.66,35,6.86,2.08,2678,4.72,15.4,87.33,79.89
8.48,2,9.9,2.3,3573,8.21,10.82,74.1,29.57
10.73,23,4.14,3.21,1179,2.76,26.69,78.24,95.06
10.02,23,4.62,4.72,405,1.51,13.78,96.54,14.11
4.56,21,3.07,3.04,3136,7.55,27.73,69.13,40.76
5.39,49,6.11,2.84,2065,7.49,35.59,89.22,59.52
14.47,22,5.21,1.67,1190,1.4,17.13,85.26,90.4
13.72,18,2.62,4.14,4188,2.46,27.75,88.48,14.9
5.88,13,7.6,1.75,2076,5.35,20.21,74.07,54.14
8.7,7,9.0,3.92,1885,2.76,8.86,83.81,41.87
12.7,1,9.34,2.46,1913,9.39,12.71,91.25,26.32
3.63,36,1.89,1.4,3421,5.91,34.9,86.27,51.0
13.78,27,4.79,1.04,3295,8.95,9.04,95.56,39.41
14.34,9,3.68,1.26,2679,8.26,32.09,72.91,15.38
5.79,10,4.6,1.29,3221,9.16,12.2,83.11,76.21
11.07,27,5.06,1.76,4046,5.2,28.95,93.04,56.84
3.11,36,3.95,3.07,2292,7.56,29.39,77.0,10.64
6.42,16,2.64,4.08,1841,8.23,15.72,94.57,24.44
12.5,13,9.54,2.3,2876,4.42,11.34,80.09,87.05
13.11,17,4.21,2.24,4161,3.5,13.18,77.4,90.51
14.95,1,1.38,3.38,1708,2.68,20.2,95.13,81.06
8.92,24,8.08,2.79,3536,7.2,18.33,70.72,92.41
9.48,48,3.74,3.44,809,7.71,12.94,82.49,75.46
11.92,36,7.5,3.68,1647,4.69,30.76,75.54,47.56
4.16,10,8.72,3.35,1952,6.89,8.93,72.25,13.06
4.74,36,5.41,4.01,1321,3.49,14.62,74.35,44.58
9.68,2,4.62,2.26,1699,5.46,31.07,75.65,71.88
8.77,28,1.02,3.05,2592,5.01,21.17,84.04,25.9
10.5,30,2.47,3.34,2537,2.29,31.24,80.58,97.17
6.08,15,1.75,1.53,4947,9.16,23.24,92.57,36.07
14.58,8,6.93,3.74,3783,7.22,17.56,86.41,42.2
10.81,5,8.75,4.8,1534,2.36,36.02,68.48,90.45
5.98,25,8.99,4.16,4340,3.58,12.24,84.42,88.22
11.9,35,8.48,4.86,1154,1.04,18.37,92.87,90.1
14.12,22,6.39,2.36,3364,9.48,24.49,85.92,15.22
11.64,26,5.75,3.95,3742,2.28,9.66,83.95,34.81
5.57,23,1.79,2.81,3113,6.32,32.85,85.81,91.43
8.59,33,2.32,1.27,4611,9.61,33.59,86.18,11.52
4.9,49,6.13,1.45,3138,1.82,22.22,68.38,95.33
14.97,1,6.87,2.78,4999,8.67,30.06,71.93,56.82
13.55,29,4.85,2.44,4485,2.38,20.31,81.36,61.59
14.33,37,4.06,2.49,134,5.42,33.41,78.06,54.06
13.1,2,7.99,1.09,620,6.08,24.25,68.88,95.75
12.3,40,8.43,4.3,463,1.1,19.86,89.06,12.13
12.5,49,4.79,3.29,953,2.28,11.77,88.04,48.35
11.87,42,2.56,1.16,1300,1.72,10.93,90.56,92.54
11.2,38,8.61,1.83,1528,1.88,17.84,88.34,11.92
4.44,29,7.27,3.28,554,1.65,18.41,79.91,88.71
9.96,17,7.09,4.88,4641,5.01,34.77,88.33,43.75
14.01,6,3.42,3.15,2185,4.01,20.01,72.67,36.75
4.96,19,9.09,4.66,2176,9.6,22.83,82.64,52.03
8.73,5,7.48,1.26,1574,4.36,29.87,75.28,85.84
4.48,5,6.47,4.44,4175,4.24,15.68,82.74,17.57
6.15,16,4.32,1.8,1763,2.06,20.19,72.91,91.14
13.24,25,9.76,4.95,4224,3.43,26.79,69.04,21.77
10.66,36,8.77,1.08,1421,7.73,24.1,94.05,21.63
13.82,43,9.4,1.09,4533,3.15,14.09,69.7,77.76
3.99,19,1.27,3.54,3628,4.41,19.59,90.86,62.46
12.09,40,5.1,1.01,4683,7.64,20.71,81.29,69.18
3.31,32,4.5,2.68,4516,7.85,33.59,95.72,97.02
6.15,31,1.01,4.14,1259,2.72,19.7,82.19,91.62
4.26,31,5.86,1.95,2374,9.65,19.48,86.71,36.42
8.2,8,9.57,4.76,4772,4.58,19.05,85.12,79.85
4.1,19,6.98,2.62,684,4.91,21.5,91.34,32.35
3.38,17,6.75,1.03,658,4.79,24.68,76.03,78.41
9.75,5,7.35,2.31,924,4.84,13.73,91.99,32.54
11.46,28,9.61,3.61,800,5.72,28.98,78.97,58.93
2.19,10,1.72,3.71,2443,4.39,35.8,77.11,17.83
2.57,9,3.37,4.95,4257,9.1,29.83,93.54,32.46
11.92,45,1.25,2.57,1917,6.92,13.12,77.46,85.49
7.99,32,4.34,3.79,4145,5.71,23.63,74.96,71.82
14.02,28,9.67,3.45,4126,7.92,29.83,87.85,11.41
2.29,40,6.46,4.73,2308,9.8,35.34,79.26,46.51
3.11,19,3.24,3.19,4915,7.13,8.75,92.59,97.0
12.88,33,1.82,4.32,3251,8.73,15.53,93.28,20.7
7.53,24,5.92,1.49,1320,8.76,27.59,77.98,61.71
6.55,17,1.47,4.87,2898,3.71,34.08,77.04,28.8
10.53,44,9.37,3.8,2704,9.08,11.7,77.24,68.85
6.2,26,6.99,3.01,565,5.34,10.16,71.66,44.08
12.04,29,7.13,3.53,3202,3.84,30.12,69.82,55.32
14.6,9,5.07,2.33,2099,7.26,28.51,75.39,65.8
8.93,2,7.8,1.27,4677,4.2,24.63,81.64,97.47
11.49,6,8.09,4.96,4720,6.1,14.12,85.83,31.17
13.26,36,5.89,4.88,386,9.49,28.61,76.72,39.83
9.44,2,4.97,1.04,483,3.53,16.97,72.95,43.49
10.02,43,9.42,1.48,2222,4.41,36.07,87.12,14.16
7.88,11,7.32,2.51,563,4.51,12.33,81.67,34.39
7.68,20,7.28,4.76,757,1.25,10.24,72.41,14.03
5.99,11,8.72,3.91,1372,4.5,23.95,82.2,42.3
14.45,17,8.47,2.34,483,8.65,28.86,87.75,89.83
5.69,31,2.61,3.14,359,1.31,17.24,78.48,58.97
4.28,19,3.48,1.78,1643,5.0,18.37,86.61,86.9
10.84,46,7.51,3.75,878,8.76,27.0,92.98,76.33
14.11,30,6.41,2.26,2798,8.53,31.02,80.44,70.82
7.9,21,5.04,4.23,1002,9.12,19.4,78.64,95.83
13.59,15,3.81,2.23,4691,5.27,33.73,88.95,75.98
14.23,23,7.32,2.44,2440,5.95,16.22,88.55,73.01
4.68,13,9.6,2.79,786,4.49,15.01,93.25,94.87
3.16,11,7.99,4.22,3393,6.44,11.01,83.59,21.63
8.09,49,1.28,4.49,2090,2.43,34.72,75.46,56.91
10.46,44,4.18,3.52,2781,3.68,23.89,87.67,46.35
11.1,31,5.95,2.14,1325,4.98,36.43,75.95,41.99
10.64,13,6.14,1.02,3054,3.96,33.63,91.68,19.04
10.49,29,6.13,2.97,1253,3.68,30.93,79.05,64.2
6.07,38,4.1,3.49,3750,2.55,35.32,70.13,96.62
10.22,10,1.06,4.48,1871,7.12,20.02,79.77,78.1
7.25,18,8.33,1.22,2333,4.0,18.67,77.02,49.04
3.41,7,7.14,4.72,1986,5.68,12.63,77.19,20.86
9.71,18,5.37,2.27,3519,3.26,36.81,89.32,14.86
11.41,11,3.14,3.72,4796,9.93,35.6,68.5,81.08
5.38,10,5.41,1.95,1474,8.97,23.33,90.27,21.79
6.38,30,2.87,1.46,1115,1.15,17.71,70.59,18.99
10.37,38,1.21,3.54,4155,9.76,29.57,68.16,70.61
12.08,21,2.96,1.33,1481,1.43,36.99,87.38,29.88
9.84,10,1.11,3.41,4879,6.28,31.4,86.53,43.62
5.17,24,8.52,2.94,3744,9.35,36.12,71.7,87.78
2.19,20,5.7,2.44,1880,9.92,30.46,95.38,35.01
3.93,44,9.39,4.43,2064,6.96,11.75,95.33,12.37
5.79,33,9.05,3.57,1326,1.23,12.23,70.22,35.9
4.73,36,5.94,4.89,114,3.76,9.25,89.55,44.09
9.35,42,4.62,4.06,362,7.03,17.75,82.41,22.01
9.53,13,4.89,1.87,2086,4.42,15.99,89.61,63.4
8.14,10,7.67,3.17,3572,9.05,31.93,73.54,95.51
13.3,25,8.34,1.21,1741,7.7,21.94,69.13,94.35
4.97,10,3.71,4.03,4672,7.13,23.72,85.12,40.2
13.37,9,4.5,3.11,1016,4.29,16.82,77.68,42.17
14.74,19,4.55,1.6,1242,2.03,27.14,73.9,63.81
8.13,7,8.3,2.6,1224,4.63,10.84,81.18,51.13
12.94,29,7.68,4.08,1082,9.43,18.29,94.43,82.86
2.52,33,7.15,2.98,2106,8.22,27.56,69.12,32.06
12.05,1,7.76,1.42,3916,9.01,20.25,74.59,20.32
7.29,13,7.78,4.56,1450,3.79,11.17,72.87,33.39
5.19,17,7.65,1.51,2005,8.75,21.29,79.1,89.46
3.97,15,9.87,2.47,4603,2.31,9.53,91.54,91.08
6.32,43,2.37,2.48,1158,7.79,8.27,78.03,55.72
14.28,45,4.05,3.3,2345,7.83,14.71,87.72,77.49
12.52,24,7.34,2.5,3117,8.89,26.4,69.07,52.52
5.15,34,9.36,2.72,4571,7.4,32.5,96.15,48.57
9.37,25,7.12,2.3,549,2.8,31.77,69.56,26.45
5.5,43,1.85,4.15,3237,7.09,21.7,89.01,77.6
13.71,18,2.48,4.86,2834,9.28,26.23,82.12,73.42
8.99,7,8.76,4.48,4465,2.78,28.67,84.11,50.67
13.33,34,1.11,3.52,3926,8.6,17.35,87.43,47.08
12.71,37,7.27,1.02,2802,4.32,11.72,96.78,77.56
3.96,15,7.38,3.85,4698,3.85,21.48,74.98,45.09
5.7,22,7.26,3.95,1077,9.77,27.86,91.66,54.54
2.68,23,3.53,4.26,4734,6.32,15.12,82.44,36.29
13.28,14,6.63,1.81,4310,4.22,28.32,87.27,89.33
11.16,24,5.6,4.46,3161,3.12,11.89,72.59,51.97
10.37,38,7.12,1.18,4654,8.98,16.0,90.09,46.5
12.65,11,6.46,1.71,3180,3.87,26.4,71.64,94.24
6.49,30,1.47,1.91,1262,1.26,30.11,92.44,34.4
9.6,47,6.51,4.0,1751,4.07,30.86,96.86,40.74
11.77,34,3.2,4.54,3619,7.23,14.06,77.81,86.94
9.84,36,2.5,3.81,1422,9.65,34.18,89.02,78.94
